Student_ID,Hours_Studied,Previous_Scores,Extracurricular_Activities,Sleep_Hours,Sample_Question_Practiced,Gender,Performance_Index
2402,3,82,No,6,4,Female,58
2403,3,74,Yes,8,8,Male,55
2404,2,79,No,7,8,Male,57
2405,8,91,No,4,6,Male,87
2406,6,90,Yes,9,1,Male,80
2407,1,81,No,9,7,Male,54
2408,1,87,Yes,9,4,Male,64
2409,7,44,Yes,4,7,Male,33
2410,8,91,No,7,1,Male,83
2411,5,80,Yes,5,6,Male,66
2412,5,47,No,8,4,Male,33
2413,4,50,Yes,7,3,Female,31
2414,6,55,Yes,4,9,Female,40
2415,6,78,No,6,5,Male,66
2416,3,86,Yes,9,4,Male,67
2417,9,63,No,9,5,Female,64
2418,7,60,No,7,8,Female,52
2419,1,91,No,9,0,Male,68
2420,7,62,No,9,0,Male,58
2421,5,88,Yes,7,5,Male,72
2422,5,77,No,7,1,Female,65
2423,2,86,Yes,4,7,Male,65
2424,4,47,No,4,6,Female,24
2425,6,46,Yes,9,5,Female,35
2426,7,41,Yes,7,3,Male,34
2427,5,69,Yes,7,8,Male,57
2428,9,52,Yes,9,6,Female,54
2429,3,62,No,5,6,Female,42
2430,1,68,No,6,4,Male,39
2431,4,77,Yes,8,0,Male,62
2432,9,76,Yes,8,1,Male,71
2433,4,59,No,9,7,Female,42
2434,2,72,Yes,8,4,Female,52
2435,5,68,Yes,4,1,Female,54
2436,3,89,No,4,4,Male,68
2437,9,54,Yes,5,7,Female,50
2438,4,62,Yes,9,3,Male,46
2439,6,81,No,4,2,Male,68
2440,2,42,Yes,9,4,Male,19
2441,6,76,No,9,6,Female,68
2442,3,95,No,7,1,Female,74
2443,9,68,No,6,0,Female,63
2444,2,84,No,6,4,Female,60
2445,9,47,Yes,9,6,Male,47
2446,5,61,No,6,7,Female,47
2447,8,92,No,6,7,Female,87
2448,2,68,Yes,8,9,Male,45
2449,6,41,No,8,8,Male,31
2450,3,80,Yes,7,0,Male,61
2451,5,88,No,5,6,Male,73
2452,8,98,No,4,9,Male,92
2453,1,89,No,4,7,Female,65
2454,5,84,No,8,5,Female,69
2455,3,40,Yes,9,9,Male,20
2456,4,83,Yes,6,3,Female,66
2457,2,59,Yes,7,6,Female,38
2458,9,91,No,5,2,Male,81
2459,3,60,No,8,1,Male,39
2460,2,76,No,9,5,Male,53
2461,9,47,Yes,7,1,Male,44
2462,7,66,No,9,5,Female,58
2463,6,86,Yes,7,9,Male,79
2464,1,98,Yes,8,2,Male,75
2465,5,74,Yes,7,1,Female,59
2466,3,45,No,6,7,Female,23
2467,1,99,No,7,3,Male,74
2468,4,84,No,5,3,Male,65
2469,2,83,No,7,6,Female,60
2470,2,58,Yes,4,7,Male,32
2471,3,57,Yes,7,8,Male,38
2472,8,95,No,9,9,Female,91
2473,8,40,No,8,7,Female,34
2474,7,64,No,4,3,Male,46
2475,6,66,Yes,8,1,Male,55
2476,9,46,No,9,9,Male,43
2477,4,83,Yes,5,4,Female,67
2478,1,81,Yes,6,6,Male,56
2479,8,68,Yes,5,1,Female,58
2480,7,70,Yes,4,3,Female,60
2481,7,83,Yes,9,5,Male,77
2482,3,82,Yes,9,7,Male,69
2483,4,75,Yes,6,9,Male,60
2484,9,58,No,7,5,Female,52
2485,6,45,No,4,5,Male,36
2486,5,64,No,6,5,Female,49
2487,3,70,Yes,8,3,Female,50
2488,9,48,Yes,6,2,Female,48
2489,5,59,No,8,0,Male,43
2490,5,49,Yes,8,1,Male,34
2491,4,76,Yes,9,1,Female,57
2492,4,66,Yes,6,9,Male,50
2493,1,52,Yes,9,6,Male,28
2494,7,80,Yes,9,5,Female,72
2495,9,41,Yes,5,7,Male,38
2496,3,89,Yes,5,8,Male,68
2497,2,60,Yes,9,4,Male,41
2498,3,72,Yes,9,2,Male,53
2499,1,63,Yes,8,3,Female,36
2500,6,92,Yes,9,7,Male,80
2501,7,83,Yes,4,2,Female,73
2502,2,81,No,6,1,Female,59
2503,8,73,Yes,4,6,Male,67
2504,6,99,Yes,5,3,Female,91
2505,4,48,No,4,7,Male,34
2506,5,41,No,7,0,Female,23
2507,8,94,No,7,7,Female,86
2508,3,95,Yes,5,4,Male,73
2509,3,69,Yes,4,1,Female,49
2510,4,61,No,6,0,Male,43
2511,1,85,No,5,5,Male,61
2512,9,50,No,7,8,Female,45
2513,8,94,Yes,5,8,Female,85
2514,8,82,Yes,4,8,Male,75
2515,6,56,No,4,3,Male,44
2516,7,75,Yes,4,5,Female,66
2517,6,52,Yes,8,9,Male,45
2518,9,46,No,4,5,Female,40
2519,3,55,No,9,4,Female,38
2520,3,72,No,7,1,Female,50
2521,3,84,Yes,7,6,Female,67
2522,3,40,Yes,8,0,Female,21
2523,9,50,Yes,7,5,Female,51
2524,4,45,Yes,7,4,Female,25
2525,7,59,Yes,5,4,Male,53
2526,9,74,No,4,7,Female,71
2527,7,83,Yes,9,8,Male,77
2528,9,76,Yes,9,6,Male,75
2529,3,80,No,5,9,Female,60
2530,4,65,No,9,7,Male,49
2531,8,97,No,5,1,Female,87
2532,6,51,No,9,1,Female,40
2533,5,69,Yes,7,7,Male,56
2534,4,67,Yes,6,5,Male,49
2535,8,66,No,4,7,Male,59
2536,1,81,Yes,6,8,Male,59
2537,9,58,No,7,8,Female,54
2538,1,44,Yes,8,5,Male,17
2539,8,97,Yes,5,7,Male,90
2540,4,44,Yes,9,1,Female,23
2541,9,80,No,9,7,Male,82
2542,5,66,No,7,2,Female,49
2543,3,67,Yes,9,0,Male,50
2544,9,65,Yes,7,6,Male,60
2545,9,66,No,6,0,Male,60
2546,4,91,No,8,0,Male,74
2547,4,88,Yes,5,0,Male,71
2548,8,81,Yes,9,3,Male,77
2549,2,60,No,8,3,Male,34
2550,9,40,Yes,8,9,Male,39
2551,6,93,No,8,5,Female,85
2552,9,67,No,4,9,Female,64
2553,8,87,Yes,8,2,Female,87
2554,7,97,Yes,7,9,Female,91
2555,1,97,Yes,4,5,Female,73
2556,3,54,No,4,6,Male,34
2557,2,94,No,8,0,Female,70
2558,5,56,No,9,5,Female,42
2559,5,65,Yes,9,9,Male,55
2560,5,59,Yes,9,0,Male,45
2561,4,64,No,9,6,Male,49
2562,5,52,No,7,9,Female,37
2563,3,72,Yes,9,4,Female,55
2564,1,64,No,5,9,Female,38
2565,5,47,Yes,8,3,Female,35
2566,9,44,Yes,4,0,Female,41
2567,9,45,No,5,8,Male,43
2568,4,62,No,9,6,Female,46
2569,3,91,No,5,1,Male,69
2570,1,69,No,4,3,Female,37
2571,2,53,No,9,3,Male,31
2572,8,93,Yes,5,7,Female,90
2573,1,62,No,7,1,Female,33
2574,8,50,Yes,7,4,Male,44
2575,7,70,No,8,9,Female,62
2576,8,45,No,8,7,Male,41
2577,6,50,No,5,5,Female,38
2578,9,52,No,4,3,Female,45
2579,3,51,No,7,4,Female,34
2580,4,93,No,6,1,Male,72
2581,6,41,Yes,8,4,Female,29
2582,8,92,No,7,2,Female,83
2583,5,74,No,9,2,Male,61
2584,3,94,No,5,6,Male,75
2585,6,75,No,7,2,Male,63
2586,4,56,Yes,7,3,Male,36
2587,9,67,Yes,5,6,Female,62
2588,3,67,Yes,8,2,Female,49
2589,4,61,Yes,8,9,Male,46
2590,7,77,Yes,6,9,Male,69
2591,7,46,Yes,6,1,Female,35
2592,4,54,No,8,9,Male,38
2593,6,71,No,8,6,Female,62
2594,3,50,Yes,8,4,Female,30
2595,6,63,No,8,0,Male,52
2596,2,42,No,7,9,Female,16
2597,8,69,No,6,7,Female,66
2598,2,45,No,5,2,Male,20
2599,7,97,No,4,6,Female,86
2600,9,41,Yes,5,5,Male,38
2601,1,53,Yes,9,9,Female,30
2602,8,80,Yes,4,5,Male,71
2603,7,57,Yes,7,7,Female,49
2604,6,90,Yes,9,3,Male,79
2605,6,83,Yes,6,3,Male,69
2606,6,70,No,4,2,Male,56
2607,9,52,Yes,8,0,Male,47
2608,2,65,No,9,9,Male,41
2609,1,83,No,7,2,Female,58
2610,6,51,Yes,4,0,Male,38
2611,8,57,Yes,8,5,Female,52
2612,3,48,Yes,9,7,Male,25
2613,1,88,No,7,2,Male,62
2614,9,60,Yes,9,3,Female,60
2615,1,87,Yes,4,4,Male,63
2616,3,88,Yes,8,6,Female,72
2617,8,92,No,6,5,Male,84
2618,3,95,Yes,7,1,Female,74
2619,4,79,Yes,4,6,Male,61
2620,8,82,No,8,7,Female,77
2621,1,63,No,6,0,Male,36
2622,6,73,No,9,5,Female,65
2623,1,47,Yes,8,8,Male,23
2624,1,83,Yes,6,6,Female,60
2625,8,92,No,4,4,Female,83
2626,4,72,Yes,8,9,Female,56
2627,1,62,No,8,9,Female,37
2628,7,52,No,5,8,Female,43
2629,5,93,No,7,1,Male,76
2630,5,92,No,8,6,Male,83
2631,1,88,No,6,8,Male,63
2632,6,53,Yes,7,1,Female,39
2633,9,53,Yes,4,9,Male,48
2634,9,55,Yes,7,5,Male,53
2635,8,88,Yes,5,8,Female,84
2636,5,77,No,4,2,Male,63
2637,1,97,Yes,8,7,Female,73
2638,9,99,No,9,4,Male,99
2639,1,78,No,4,6,Male,52
2640,8,65,Yes,4,2,Female,58
2641,5,65,Yes,5,7,Female,50
2642,3,40,No,6,1,Male,18
2643,7,71,Yes,4,7,Female,62
2644,7,96,Yes,6,1,Female,87
2645,9,54,Yes,7,6,Male,53
2646,7,91,Yes,9,1,Male,87
2647,3,60,No,5,6,Male,37
2648,1,57,No,8,0,Female,31
2649,8,69,Yes,4,5,Male,63
2650,3,99,No,9,9,Male,81
2651,8,97,No,9,6,Male,95
2652,8,52,Yes,6,3,Male,45
2653,5,63,Yes,4,0,Female,48
2654,1,69,No,9,5,Female,47
2655,7,41,No,5,3,Female,31
2656,5,58,No,8,2,Female,43
2657,8,86,Yes,7,3,Female,82
2658,9,83,No,7,5,Male,80
2659,7,86,No,6,4,Female,76
2660,7,64,Yes,9,1,Male,57
2661,1,89,No,7,1,Male,64
2662,4,53,Yes,6,2,Female,35
2663,2,45,Yes,8,5,Male,24
2664,2,51,No,4,0,Male,30
2665,2,59,Yes,5,6,Male,38
2666,4,62,Yes,8,7,Female,45
2667,1,69,No,8,6,Female,44
2668,4,69,Yes,7,2,Male,53
2669,2,77,No,7,5,Female,53
2670,5,97,Yes,5,3,Male,84
2671,3,69,Yes,4,4,Male,47
2672,8,80,No,8,2,Male,76
2673,4,69,No,9,4,Male,57
2674,1,96,No,7,5,Female,71
2675,1,97,Yes,8,7,Male,74
2676,3,75,No,4,5,Female,54
2677,9,88,Yes,6,8,Female,84
2678,7,73,No,4,9,Female,62
2679,2,55,Yes,8,9,Female,35
2680,9,63,No,8,9,Male,62
2681,2,53,Yes,5,9,Female,30
2682,3,65,No,8,3,Male,47
2683,2,47,Yes,7,1,Male,25
2684,3,53,Yes,9,8,Male,40
2685,6,70,Yes,5,2,Male,56
2686,9,41,Yes,8,6,Female,38
2687,9,87,No,4,3,Male,86
2688,7,43,Yes,8,0,Female,38
2689,3,40,No,4,7,Male,17
2690,4,94,Yes,4,3,Female,75
2691,6,59,No,8,5,Female,48
2692,5,98,Yes,4,6,Female,87
2693,2,53,Yes,9,7,Female,32
2694,6,79,No,6,9,Female,68
2695,3,64,No,5,1,Female,42
2696,8,99,Yes,8,8,Male,96
2697,2,64,No,6,9,Male,42
2698,1,42,No,4,2,Female,18
2699,9,44,No,4,0,Female,41
2700,3,77,Yes,5,1,Male,54
2701,1,93,No,6,7,Male,67
2702,7,65,Yes,6,9,Male,57
2703,5,79,No,8,5,Female,65
2704,5,77,No,4,0,Female,62
2705,1,77,Yes,7,8,Male,56
2706,9,43,No,8,6,Male,39
2707,7,46,No,8,9,Male,38
2708,8,69,No,8,2,Male,65
2709,9,69,No,5,6,Female,68
2710,6,95,No,5,5,Male,82
2711,5,58,No,8,2,Male,44
2712,6,78,No,9,7,Male,67
2713,2,74,Yes,7,0,Female,53
2714,4,79,Yes,6,4,Male,61
2715,3,72,Yes,6,7,Male,53
2716,7,72,Yes,4,2,Male,61
2717,9,53,Yes,6,9,Male,49
2718,5,77,No,6,5,Female,61
2719,6,49,Yes,7,9,Female,38
2720,2,96,Yes,6,1,Male,76
2721,3,67,No,7,8,Female,47
2722,3,53,Yes,5,1,Male,32
2723,9,75,No,7,4,Female,71
2724,7,77,No,5,2,Female,69
2725,8,55,Yes,7,9,Female,53
2726,9,99,Yes,8,8,Female,100
2727,6,60,No,9,8,Female,49
2728,4,67,No,5,6,Female,48
2729,1,72,Yes,5,9,Male,45
2730,8,45,No,6,4,Female,40
2731,7,80,Yes,5,8,Female,71
2732,2,54,Yes,7,6,Female,34
2733,8,83,Yes,8,1,Male,76
2734,5,42,Yes,8,9,Female,29
2735,7,82,No,6,0,Female,71
2736,4,86,No,7,9,Female,69
2737,5,74,Yes,7,9,Female,58
2738,8,53,Yes,4,3,Female,43
2739,1,41,No,5,9,Male,17
2740,1,68,No,6,7,Male,41
2741,4,43,No,8,5,Female,27
2742,3,65,No,9,1,Male,45
2743,2,90,No,4,4,Male,65
2744,3,51,Yes,7,8,Male,31
2745,1,41,Yes,5,5,Male,14
2746,1,56,Yes,8,5,Male,33
2747,6,74,Yes,4,6,Female,60
2748,5,49,No,7,4,Female,34
2749,8,87,No,8,2,Female,82
2750,2,61,Yes,8,2,Male,40
2751,4,80,Yes,7,4,Female,66
2752,8,82,No,7,3,Female,76
2753,6,60,Yes,6,4,Female,46
2754,1,54,Yes,8,8,Male,31
2755,4,74,No,7,4,Female,57
2756,1,87,No,9,3,Female,65
2757,2,60,No,9,3,Male,38
2758,5,60,Yes,4,0,Female,46
2759,8,60,No,5,9,Female,53
2760,8,99,No,9,3,Male,97
2761,3,83,Yes,6,3,Female,63
2762,4,71,No,7,8,Female,55
2763,6,94,Yes,5,3,Female,79
2764,3,44,Yes,6,6,Female,26
2765,2,78,Yes,8,0,Female,55
2766,6,48,Yes,5,6,Female,37
2767,5,92,No,9,1,Female,78
2768,5,57,Yes,6,7,Male,45
2769,5,60,No,7,0,Male,45
2770,5,47,No,7,9,Male,34
2771,3,83,No,6,2,Male,66
2772,7,91,No,8,7,Female,79
2773,6,73,No,9,9,Female,63
2774,4,49,Yes,6,7,Male,32
2775,2,90,No,4,4,Male,64
2776,9,80,Yes,6,4,Female,78
2777,1,96,Yes,6,7,Female,69
2778,4,63,Yes,9,9,Female,46
2779,1,79,No,7,4,Female,54
2780,6,63,No,8,8,Female,51
2781,4,95,No,6,0,Female,78
2782,5,71,No,5,4,Female,54
2783,5,95,Yes,7,2,Male,80
2784,9,72,No,7,2,Female,67
2785,1,77,No,6,1,Male,48
2786,2,83,Yes,9,2,Female,61
2787,6,96,Yes,5,6,Female,83
2788,5,95,Yes,6,7,Female,82
2789,7,90,Yes,5,7,Male,78
2790,3,98,Yes,7,7,Male,78
2791,3,88,Yes,5,0,Female,70
2792,2,73,Yes,6,6,Male,48
2793,3,50,No,4,1,Female,26
2794,1,70,No,4,9,Female,46
2795,5,57,Yes,5,3,Female,42
2796,5,62,Yes,9,4,Female,46
2797,7,99,No,6,0,Male,91
2798,4,61,Yes,8,3,Male,47
2799,3,82,Yes,4,3,Female,61
2800,1,57,Yes,7,8,Female,31
2801,8,79,Yes,6,8,Male,71
2802,3,86,Yes,6,9,Male,66
2803,2,80,No,4,0,Male,52
2804,4,86,Yes,8,7,Female,71
2805,3,78,Yes,7,3,Male,60
2806,1,59,Yes,8,3,Male,32
2807,3,52,No,7,4,Female,33
2808,2,84,No,4,1,Female,56
2809,8,40,Yes,6,0,Female,32
2810,6,91,Yes,7,4,Female,76
2811,9,43,Yes,6,6,Female,40
2812,8,63,Yes,5,9,Female,60
2813,3,75,No,5,8,Male,54
2814,5,75,No,4,1,Female,59
2815,7,84,Yes,4,7,Female,74
2816,5,41,Yes,9,6,Male,29
2817,8,67,No,4,1,Male,61
2818,5,65,No,5,4,Female,50
2819,1,62,Yes,7,6,Female,36
2820,5,54,Yes,8,2,Female,41
2821,4,75,Yes,4,1,Female,60
2822,6,66,No,8,5,Male,56
2823,3,45,No,8,9,Female,23
2824,5,74,No,5,5,Female,63
2825,2,78,No,9,3,Female,54
2826,6,77,Yes,7,0,Female,64
2827,6,74,No,5,4,Male,64
2828,5,75,No,4,0,Male,58
2829,6,49,No,5,7,Male,38
2830,7,69,Yes,5,1,Female,60
2831,5,92,No,5,8,Female,79
2832,1,80,No,4,8,Female,57
2833,8,77,No,4,2,Male,69
2834,4,68,Yes,5,5,Female,51
2835,9,91,No,5,8,Female,86
2836,6,98,Yes,8,6,Female,90
2837,1,82,Yes,7,3,Male,57
2838,3,78,No,8,2,Female,61
2839,3,89,Yes,9,1,Male,71
2840,4,43,No,7,9,Female,30
2841,6,44,Yes,9,9,Female,34
2842,7,43,Yes,7,0,Female,34
2843,4,75,No,5,9,Female,58
2844,6,98,No,8,0,Female,85
2845,1,84,Yes,7,3,Male,55
2846,8,55,Yes,9,3,Female,51
2847,7,64,Yes,7,8,Male,53
2848,9,53,Yes,4,9,Female,51
2849,3,50,No,7,0,Female,31
2850,2,68,Yes,5,3,Female,44
2851,1,73,Yes,6,2,Male,48
2852,3,61,No,4,8,Male,41
2853,5,53,Yes,6,4,Male,40
2854,2,95,No,5,8,Male,72
2855,3,63,No,6,9,Female,41
2856,4,98,No,7,5,Female,78
2857,7,78,Yes,6,8,Female,70
2858,3,65,No,8,0,Female,41
2859,9,82,No,5,3,Male,78
2860,8,75,No,8,3,Male,70
2861,4,78,Yes,6,9,Male,61
2862,1,55,Yes,8,9,Male,33
2863,1,97,Yes,4,5,Female,71
2864,1,77,Yes,6,9,Female,51
2865,1,98,No,9,0,Female,72
2866,8,71,No,8,9,Male,69
2867,3,45,No,7,4,Female,21
2868,6,73,Yes,6,2,Male,61
2869,3,95,No,9,0,Male,76
2870,5,47,Yes,4,5,Female,30
2871,7,69,Yes,7,2,Male,59
2872,2,66,Yes,6,3,Female,45
2873,6,46,No,7,8,Female,39
2874,6,66,No,6,1,Male,53
2875,3,64,Yes,6,0,Female,43
2876,6,95,No,5,9,Male,85
2877,5,85,Yes,8,5,Female,70
2878,2,80,No,6,0,Male,56
2879,9,54,Yes,4,0,Male,52
2880,8,64,Yes,9,6,Female,65
2881,3,61,Yes,8,1,Female,39
2882,8,57,No,5,3,Male,48
2883,9,51,No,8,3,Male,47
2884,3,62,No,8,1,Female,41
2885,3,90,No,6,5,Male,72
2886,2,84,No,4,9,Male,61
2887,8,78,Yes,6,1,Female,74
2888,1,64,No,4,7,Female,38
2889,8,49,Yes,4,3,Male,42
2890,7,69,No,7,0,Male,60
2891,7,49,No,6,6,Male,35
2892,3,73,No,5,5,Male,52
2893,1,85,Yes,9,5,Male,61
2894,4,52,No,8,2,Male,32
2895,9,93,Yes,7,9,Female,95
2896,5,68,No,5,6,Female,53
2897,1,77,Yes,9,5,Female,54
2898,5,80,Yes,9,9,Female,70
2899,8,84,Yes,6,9,Female,78
2900,8,48,Yes,4,8,Male,42
2901,5,52,No,6,2,Female,33
2902,9,76,No,9,2,Male,75
2903,1,53,Yes,6,3,Male,26
2904,4,76,No,7,2,Female,58
2905,3,48,Yes,5,3,Male,29
2906,2,47,No,9,5,Female,29
2907,8,78,No,7,0,Female,70
2908,7,79,No,5,1,Female,67
2909,9,93,Yes,7,9,Female,93
2910,2,42,No,8,5,Male,21
2911,4,94,Yes,4,5,Male,74
2912,6,95,No,4,0,Female,82
2913,3,86,Yes,4,5,Female,65
2914,8,79,No,8,8,Female,75
2915,3,72,Yes,9,7,Male,55
2916,2,71,Yes,9,9,Female,54
2917,3,46,Yes,8,4,Female,26
2918,6,58,No,4,3,Male,48
2919,2,73,Yes,4,5,Male,49
2920,8,53,No,5,4,Female,49
2921,1,89,Yes,5,5,Male,64
2922,7,86,Yes,6,9,Female,81
2923,2,85,Yes,7,2,Male,64
2924,6,95,No,5,6,Female,82
2925,2,96,No,5,7,Female,74
2926,2,58,No,5,4,Female,32
2927,8,90,No,5,4,Male,83
2928,2,93,No,8,3,Male,68
2929,7,98,No,6,9,Female,90
2930,3,65,No,5,4,Male,44
2931,8,56,Yes,9,9,Male,51
2932,7,93,Yes,7,7,Male,86
2933,8,67,No,5,4,Female,62
2934,7,58,No,8,8,Female,48
2935,6,66,No,9,0,Male,56
2936,7,87,No,4,6,Female,79
2937,5,91,No,4,4,Male,74
2938,7,96,Yes,6,3,Male,82
2939,1,58,No,4,2,Female,32
2940,1,72,No,5,9,Male,46
2941,9,90,No,8,6,Male,88
2942,5,46,Yes,6,1,Male,35
2943,5,68,Yes,9,4,Female,56
2944,3,94,Yes,5,1,Male,74
2945,5,82,Yes,4,6,Male,67
2946,3,44,No,7,5,Female,23
2947,9,69,Yes,5,9,Male,67
2948,9,88,Yes,7,6,Male,86
2949,6,82,Yes,9,8,Male,70
2950,1,95,Yes,7,1,Female,68
2951,7,97,Yes,9,8,Female,91
2952,7,47,No,6,6,Female,42
2953,4,81,Yes,8,1,Female,62
2954,8,51,Yes,4,9,Male,44
2955,6,81,Yes,4,1,Female,67
2956,4,52,No,5,3,Female,35
2957,4,65,No,4,1,Female,46
2958,2,57,No,6,0,Female,31
2959,2,81,No,4,5,Female,59
2960,4,90,No,5,9,Female,71
2961,5,91,No,4,4,Female,74
2962,8,88,No,8,2,Female,80
2963,6,59,No,9,0,Female,49
2964,4,55,Yes,7,8,Female,39
2965,7,76,Yes,7,7,Female,67
2966,8,42,No,9,5,Female,38
2967,2,66,Yes,7,5,Male,47
2968,7,54,No,8,3,Female,41
2969,2,97,Yes,6,1,Male,75
2970,2,73,Yes,5,3,Male,53
2971,8,84,No,8,1,Female,81
2972,2,61,Yes,5,6,Female,37
2973,9,79,No,6,8,Male,77
2974,1,62,No,8,1,Male,36
2975,9,98,Yes,4,8,Female,95
2976,1,88,No,6,8,Male,65
2977,2,43,Yes,7,7,Male,18
2978,6,90,Yes,8,0,Male,80
2979,6,93,No,6,4,Female,81
2980,1,96,No,6,9,Female,73
2981,7,80,No,8,3,Female,74
2982,8,62,No,7,6,Female,57
2983,2,86,No,9,7,Female,64
2984,8,99,Yes,7,9,Male,97
2985,9,48,No,6,7,Female,42
2986,6,63,Yes,5,1,Male,48
2987,5,60,No,9,2,Male,46
2988,9,80,Yes,9,9,Male,79
2989,9,85,Yes,6,9,Female,83
2990,1,94,Yes,8,6,Male,70
2991,3,92,Yes,8,3,Female,73
2992,9,55,Yes,8,5,Male,56
2993,2,95,No,7,7,Female,71
2994,4,94,Yes,4,7,Male,76
2995,4,64,No,8,6,Male,49
2996,2,65,Yes,8,1,Female,43
2997,3,88,No,9,1,Female,67
2998,3,84,Yes,5,2,Female,63
2999,1,48,Yes,5,3,Female,18
3000,6,54,No,6,0,Male,43
3001,8,78,No,6,4,Male,72
3002,3,72,Yes,6,6,Female,57
3003,5,40,Yes,8,9,Female,25
3004,1,44,No,5,4,Male,15
3005,7,95,Yes,6,6,Male,88
3006,1,48,Yes,5,4,Male,24
3007,9,83,No,8,9,Male,81
3008,8,45,Yes,9,7,Male,40
3009,7,67,Yes,8,6,Female,60
3010,7,84,No,6,0,Female,73
3011,5,65,Yes,8,0,Male,52
3012,5,67,No,8,4,Male,53
3013,5,79,No,5,1,Male,65
3014,1,54,Yes,4,8,Female,30
3015,8,45,Yes,7,1,Female,39
3016,1,66,No,6,8,Female,43
3017,4,77,No,4,9,Female,59
3018,9,43,Yes,9,1,Male,38
3019,9,50,No,6,3,Female,44
3020,5,60,Yes,4,2,Female,44
3021,4,69,No,8,5,Female,53
3022,3,57,No,6,3,Male,37
3023,3,74,No,4,8,Female,52
3024,5,42,Yes,7,8,Female,30
3025,1,51,No,8,9,Male,22
3026,5,66,No,6,8,Male,51
3027,6,92,No,9,2,Female,82
3028,7,69,No,9,2,Male,63
3029,9,60,Yes,6,3,Male,58
3030,3,77,No,4,8,Female,58
3031,2,60,Yes,6,5,Female,38
3032,3,99,No,8,8,Male,80
3033,9,77,No,5,7,Female,70
3034,7,79,Yes,9,6,Female,72
3035,9,54,Yes,4,4,Male,48
3036,2,57,No,7,8,Female,36
3037,5,91,No,6,3,Male,73
3038,4,68,No,8,3,Female,51
3039,2,87,Yes,6,7,Male,63
3040,9,77,No,7,3,Female,74
3041,9,99,Yes,8,6,Female,98
3042,6,60,No,7,3,Male,45
3043,6,56,Yes,8,0,Male,45
3044,8,80,Yes,5,9,Male,74
3045,6,90,Yes,9,8,Female,81
3046,1,57,No,8,3,Male,30
3047,4,96,No,7,2,Female,77
3048,7,94,Yes,4,2,Female,86
3049,2,76,Yes,9,8,Male,58
3050,9,99,Yes,5,7,Female,99
3051,8,77,No,6,9,Male,69
3052,8,51,No,5,6,Female,47
3053,7,50,No,5,6,Male,42
3054,4,87,Yes,6,3,Male,73
3055,2,91,No,8,2,Male,71
3056,3,88,No,5,3,Male,68
3057,6,59,No,9,5,Female,47
3058,5,48,Yes,5,3,Male,31
3059,8,40,No,4,3,Male,31
3060,6,97,No,9,1,Male,86
3061,6,42,No,4,6,Male,27
3062,1,60,No,9,5,Male,32
3063,4,62,No,7,1,Female,41
3064,5,48,Yes,6,4,Male,33
3065,3,93,Yes,9,5,Male,75
3066,9,58,Yes,9,4,Male,57
3067,1,84,Yes,8,3,Female,59
3068,6,94,No,8,8,Male,87
3069,6,85,No,7,2,Male,72
3070,5,91,Yes,8,1,Female,78
3071,5,58,Yes,8,8,Male,46
3072,5,62,Yes,4,7,Female,47
3073,6,66,No,8,8,Male,58
3074,8,66,No,8,9,Female,63
3075,2,78,No,7,2,Male,56
3076,6,75,Yes,7,0,Male,62
3077,1,51,Yes,5,0,Male,23
3078,4,94,Yes,8,2,Female,73
3079,3,66,No,8,3,Female,46
3080,9,85,No,9,1,Female,80
3081,3,73,Yes,8,7,Female,59
3082,6,72,Yes,4,2,Male,60
3083,1,67,No,9,3,Male,41
3084,6,70,No,8,5,Male,61
3085,4,71,Yes,4,9,Female,51
3086,8,89,Yes,5,5,Female,82
3087,9,59,No,9,1,Female,55
3088,4,79,Yes,6,5,Male,64
3089,6,74,Yes,8,3,Female,61
3090,1,70,No,9,4,Male,44
3091,4,97,Yes,7,6,Male,81
3092,7,70,No,9,6,Male,64
3093,1,77,Yes,7,5,Male,53
3094,8,61,No,8,9,Male,55
3095,6,84,Yes,4,5,Male,72
3096,5,80,Yes,7,5,Male,65
3097,9,48,Yes,9,3,Male,44
3098,2,91,No,9,2,Male,70
3099,5,48,Yes,7,0,Female,34
3100,6,54,Yes,5,2,Male,41
3101,7,52,No,5,2,Male,43
3102,5,61,Yes,5,8,Female,48
3103,9,55,No,7,2,Male,46
3104,1,71,No,7,7,Female,47
3105,7,41,No,9,7,Male,37
3106,7,65,Yes,8,2,Male,56
3107,4,53,No,8,9,Male,40
3108,9,98,Yes,4,9,Female,96
3109,5,77,No,7,5,Male,63
3110,4,73,Yes,8,7,Female,58
3111,7,47,No,8,7,Female,36
3112,4,75,No,5,9,Male,61
3113,3,60,Yes,5,9,Male,39
3114,9,95,No,5,8,Male,90
3115,8,85,Yes,6,8,Male,79
3116,1,82,No,8,7,Male,58
3117,7,95,Yes,5,6,Male,89
3118,9,67,No,5,9,Female,64
3119,8,85,No,7,2,Female,78
3120,8,83,Yes,9,6,Female,79
3121,6,87,No,5,3,Male,72
3122,4,45,Yes,7,1,Female,26
3123,8,59,Yes,4,7,Male,52
3124,3,70,No,5,1,Male,49
3125,9,72,No,9,0,Male,66
3126,2,83,No,7,4,Female,59
3127,2,46,Yes,9,9,Female,28
3128,7,47,Yes,5,8,Female,39
3129,4,48,No,4,4,Female,31
3130,8,41,Yes,5,1,Female,33
3131,9,56,No,7,9,Male,57
3132,7,91,No,4,3,Female,83
3133,5,84,No,4,7,Male,69
3134,8,76,Yes,4,6,Female,71
